Num,Acc_X,Acc_Y,Acc_Z
0,480,990,-734
1,480,990,-734
2,387,1084,-867
3,387,1084,-867
4,271,1131,-1088
5,271,1131,-1088
6,271,1208,-1271
7,177,1208,-1271
8,177,1208,-1271
9,180,1356,-1301
10,180,1356,-1301
11,157,1372,-1176
12,157,1372,-1176
13,146,1419,-1063
14,146,1419,-1063
15,146,1419,-1063
16,228,1449,-668
17,228,1449,-668
18,183,1728,-502
19,183,1728,-502
20,70,1968,-219
21,70,1968,-219
22,70,1968,123
23,-162,1998,123
24,-162,1998,123
25,-502,1998,386
26,-502,1998,386
27,-743,1998,987
28,-743,1998,987
29,-1024,1998,1375
30,-1024,1998,1375
31,-1024,1998,1375
32,-1232,1993,1287
33,-1232,1993,1287
34,-1474,1495,1152
35,-1474,1495,1152
36,-1903,468,1098
37,-1903,468,1098
38,-1903,468,1134
39,-1999,-523,1134
40,-1999,-523,1134
41,-1999,-1085,943
42,-1999,-1085,943
43,-1999,-1605,566
44,-1999,-1605,566
45,-1999,-1999,717
46,-1999,-1999,717
47,-1999,-1999,717
48,-1305,-1999,1127
49,-1305,-1999,1127
50,358,-1999,792
51,358,-1999,792
52,687,-1999,472
53,687,-1999,472
54,687,-1999,960
55,368,-1990,960
56,368,-1990,960
57,334,-1487,1178
58,334,-1487,1178
59,114,-925,664
60,114,-925,664
61,114,-814,-102
62,6,-814,-102
63,6,-814,-102
64,82,-833,-402
65,82,-833,-402
66,139,-741,-135
67,139,-741,-135
68,184,-713,117
69,184,-713,117
70,184,-713,179
71,236,-843,174
72,236,-843,174
73,292,-987,185
74,292,-987,185
75,336,-1046,237
76,336,-1046,237
77,336,-1046,231
78,351,-1019,231
79,351,-1019,231
