Num,Acc_X,Acc_Y,Acc_Z
0,352,851,-825
1,256,1089,-823
2,256,1089,-823
3,155,1119,-866
4,155,1119,-866
5,100,1097,-923
6,100,1097,-923
7,6,1278,-1036
8,8,1278,-1036
9,8,1278,-1036
10,-64,1612,-1131
11,-64,1612,-1131
12,-75,1781,-1128
13,-75,1781,-1128
14,-97,1723,-1272
15,-97,1723,-1272
16,-97,1723,-1288
17,-137,1845,-1285
18,-137,1845,-1285
19,-172,1998,-1420
20,-172,1998,-1420
21,-172,1995,-1230
22,-172,1995,-1230
23,-172,1745,-900
24,-157,1749,-900
25,-157,1749,-900
26,-37,1410,-378
27,-37,1410,-378
28,44,1088,111
29,44,1088,111
30,21,750,438
31,21,750,438
32,21,750,531
33,-459,613,541
34,-459,613,541
35,-703,589,778
36,-703,589,778
37,-1179,477,975
38,-1179,477,975
39,-1179,-6,1345
40,-1585,-7,1345
41,-1585,-7,1345
42,-1763,-263,1726
43,-1763,-263,1726
44,-1852,-811,1465
45,-1852,-811,1465
46,-1618,-1748,900
47,-1622,-1748,900
48,-1622,-1748,900
49,-834,-1999,-507
50,-834,-1999,-507
51,391,-1999,0
52,391,-1999,0
53,711,-1999,1266
54,711,-1999,1266
55,711,-1999,1469
56,977,-1535,1477
57,977,-1535,1477
58,659,-923,921
59,659,-923,921
60,399,-1003,18
61,399,-1003,18
62,352,-1222,-456
63,352,-1222,-456
64,352,-1222,-456
65,328,-1205,-283
66,328,-1205,-283
67,369,-1127,-3
68,369,-1127,-3
69,412,-994,266
70,412,-994,266
71,412,-994,313
72,417,-894,327
73,417,-894,327
74,418,-905,193
75,418,-905,193
76,436,-974,53
77,436,-974,53
78,436,-1052,-24
79,461,-1050,-24
