Num,Acc_X,Acc_Y,Acc_Z
0,415,1093,-335
1,415,1203,-437
2,289,1203,-437
3,289,1203,-437
4,-20,1660,-756
5,-20,1660,-756
6,-316,1997,-960
7,-316,1997,-960
8,-214,1998,-851
9,-214,1998,-851
10,-214,1998,-851
11,116,1998,-801
12,116,1998,-801
13,401,1689,-803
14,401,1689,-803
15,527,1560,-735
16,527,1560,-735
17,527,1560,-609
18,426,1854,-609
19,426,1854,-609
20,253,1960,-426
21,253,1960,-426
22,-87,1921,-480
23,-87,1921,-480
24,-87,1515,-158
25,-328,1515,-158
26,-328,1515,278
27,-673,1051,272
28,-673,1051,272
29,-1109,355,565
30,-1109,355,565
31,-1597,-281,651
32,-1597,-281,651
33,-1597,-281,773
34,-1963,-547,773
35,-1963,-547,773
36,-1999,-784,943
37,-1999,-784,943
38,-1999,-1158,985
39,-1999,-1158,985
40,-1999,-1699,376
41,-1887,-1699,376
42,-1887,-1699,376
43,-1342,-1999,-490
44,-1342,-1999,-490
45,-628,-1999,-662
46,-628,-1999,-662
47,-67,-1999,-23
48,-67,-1999,-23
49,-67,-1999,601
50,495,-1999,595
51,495,-1999,595
52,566,-1994,482
53,566,-1994,482
54,119,-1640,-214
55,119,-1640,-214
56,119,-1316,-718
57,-7,-1316,-718
58,-7,-1316,-718
59,50,-1036,-532
60,50,-1036,-532
61,94,-786,-298
62,94,-786,-298
63,103,-682,-211
64,103,-682,-211
65,103,-682,-164
66,171,-785,-161
67,171,-785,-161
68,227,-943,-221
69,227,-943,-221
70,222,-1034,-315
71,222,-1034,-315
72,222,-1034,-328
73,244,-1084,-328
74,244,-1084,-328
75,245,-1066,-244
76,245,-1066,-244
77,268,-1021,-160
78,268,-1021,-160
79,263,-960,-155
