Num,Acc_X,Acc_Y,Acc_Z
0,-957,-8,925
1,-957,-8,925
2,-1013,-48,1247
3,-1013,-48,1247
4,-1013,-127,1501
5,-1094,-125,1501
6,-1094,-125,1501
7,-1121,-223,1664
8,-1121,-223,1664
9,-1226,-145,1947
10,-1226,-145,1947
11,-1398,79,1999
12,-1395,79,1999
13,-1395,79,1999
14,-1538,100,1919
15,-1538,100,1919
16,-1702,-76,1999
17,-1702,-76,1999
18,-1803,-295,1999
19,-1803,-295,1999
20,-1803,-295,1999
21,-1963,-262,1999
22,-1963,-262,1999
23,-1999,-213,1999
24,-1999,-213,1999
25,-1999,-237,1989
26,-1999,-237,1989
27,-1999,-295,1785
28,-1999,-295,1785
29,-1999,-295,1785
30,-1999,-328,1368
31,-1999,-328,1368
32,-1999,-315,953
33,-1999,-315,953
34,-1999,-264,399
35,-1999,-264,399
36,-1999,-264,287
37,-1974,-239,287
38,-1974,-239,287
39,-1686,-263,261
40,-1686,-263,261
41,-1354,-262,277
42,-1354,-262,277
43,-1354,-184,141
44,-1046,-186,141
45,-1046,-186,141
46,-819,-117,-119
47,-819,-117,-119
48,-552,-3,-342
49,-552,-3,-342
50,-333,37,-480
51,-333,37,-480
52,-333,37,-651
53,-110,-39,-651
54,-110,-39,-651
55,106,-141,-753
56,106,-141,-753
57,277,-158,-706
58,277,-158,-706
59,277,-127,-720
60,420,-137,-720
61,420,-137,-720
62,520,-93,-626
63,520,-93,-626
64,585,-52,-506
65,585,-52,-506
66,647,-28,-326
67,641,-28,-326
68,641,-28,-326
69,717,-62,-139
70,717,-62,-139
71,803,-116,-43
72,803,-116,-43
73,855,-125,45
74,855,-125,45
75,855,-125,94
76,884,-89,94
77,884,-89,94
78,898,-65,160
79,898,-65,160
