Num,Acc_X,Acc_Y,Acc_Z
0,-858,-444,1418
1,-873,-445,1752
2,-873,-445,1752
3,-896,-428,1978
4,-896,-428,1978
5,-896,-428,1994
6,-949,-350,1999
7,-949,-350,1999
8,-973,-361,1999
9,-973,-361,1999
10,-1071,-445,1999
11,-1071,-445,1999
12,-1071,-352,1946
13,-1340,-353,1946
14,-1340,-353,1946
15,-1666,-240,1999
16,-1666,-240,1999
17,-1876,-276,1999
18,-1876,-276,1999
19,-1892,-411,1945
20,-1891,-411,1945
21,-1891,-411,1945
22,-1931,-425,1706
23,-1931,-425,1706
24,-1960,-430,1484
25,-1960,-430,1484
26,-1991,-391,1327
27,-1991,-391,1327
28,-1991,-344,1107
29,-1952,-349,1107
30,-1952,-349,1107
31,-1854,-239,873
32,-1854,-239,873
33,-1769,-203,454
34,-1769,-203,454
35,-1737,-111,127
36,-1739,-111,127
37,-1739,-111,127
38,-1549,73,-710
39,-1549,73,-710
40,-1101,181,-1240
41,-1101,181,-1240
42,-607,179,-1071
43,-607,179,-1071
44,-607,179,-743
45,-316,223,-742
46,-316,223,-742
47,-92,15,-903
48,-92,15,-903
49,157,-245,-858
50,157,-245,-858
51,157,-230,-621
52,373,-227,-621
53,373,-227,-621
54,448,-67,-210
55,448,-67,-210
56,443,-12,173
57,443,-12,173
58,462,-143,461
59,462,-143,461
60,462,-143,701
61,535,-314,701
62,535,-314,701
63,569,-262,766
64,569,-262,766
65,548,-95,811
66,548,-95,811
67,548,60,837
68,541,49,837
69,541,49,837
70,589,-55,818
71,589,-55,818
72,644,-222,783
73,644,-222,783
74,644,-297,837
75,649,-297,837
76,649,-297,837
77,627,-246,880
78,627,-246,880
79,616,-203,866
