Num,Acc_X,Acc_Y,Acc_Z
0,388,809,-786
1,388,809,-786
2,222,952,-900
3,222,952,-900
4,69,1138,-1054
5,69,1138,-1054
6,69,1419,-1182
7,-66,1417,-1182
8,-66,1417,-1182
9,-153,1709,-1214
10,-153,1709,-1214
11,-224,1845,-1268
12,-224,1845,-1268
13,-193,1940,-1400
14,-197,1940,-1400
15,-197,1940,-1400
16,-214,1998,-1589
17,-214,1998,-1589
18,-302,1998,-1576
19,-302,1998,-1576
20,-372,1959,-1361
21,-372,1959,-1361
22,-372,1959,-1127
23,-408,1843,-1136
24,-408,1843,-1136
25,-486,1617,-648
26,-486,1617,-648
27,-622,1352,-164
28,-622,1352,-164
29,-872,1099,303
30,-874,1099,303
31,-874,1099,303
32,-1142,825,703
33,-1142,825,703
34,-1660,630,1023
35,-1660,630,1023
36,-1999,350,1404
37,-1999,350,1404
38,-1999,350,1920
39,-1999,-125,1909
40,-1999,-125,1909
41,-1999,-1400,1999
42,-1999,-1400,1999
43,-1999,-1999,1545
44,-1999,-1999,1545
45,-1999,-1999,201
46,-1232,-1999,201
47,-1232,-1999,201
48,414,-1999,374
49,414,-1999,374
50,830,-1988,1652
51,830,-1988,1652
52,337,-1219,1331
53,337,-1219,1331
54,337,-1219,1315
55,812,-870,1315
56,812,-870,1315
57,411,-853,821
58,411,-853,821
59,164,-1122,-110
60,164,-1122,-110
61,164,-1325,-311
62,231,-1320,-311
63,231,-1320,-311
64,285,-1123,129
65,285,-1123,129
66,331,-875,471
67,331,-875,471
68,316,-828,426
69,326,-828,426
70,326,-828,426
71,314,-937,304
72,314,-937,304
73,364,-1116,278
74,364,-1116,278
75,454,-1220,325
76,454,-1220,325
77,454,-1220,325
78,433,-1076,325
79,433,-1076,325
