Num,Acc_X,Acc_Y,Acc_Z
0,-892,-122,453
1,-892,-122,453
2,-847,-178,508
3,-847,-178,508
4,-856,-229,491
5,-856,-229,491
6,-894,-273,525
7,-894,-273,525
8,-894,-242,613
9,-937,-242,613
10,-937,-242,613
11,-1030,-168,840
12,-1030,-168,840
13,-1079,-39,1231
14,-1079,-39,1231
15,-1079,-14,1775
16,-1107,-14,1775
17,-1107,-14,1775
18,-1149,-69,1919
19,-1149,-69,1919
20,-1193,-151,1999
21,-1193,-151,1999
22,-1331,-183,1999
23,-1331,-183,1999
24,-1331,-183,1999
25,-1487,-226,1999
26,-1487,-226,1999
27,-1706,-269,1999
28,-1706,-269,1999
29,-1948,-373,1999
30,-1948,-373,1999
31,-1948,-373,1999
32,-1999,-467,1999
33,-1999,-467,1999
34,-1999,-422,1999
35,-1999,-422,1999
36,-1999,-340,1999
37,-1999,-340,1999
38,-1999,-334,1999
39,-1999,-334,1999
40,-1999,-334,1999
41,-1999,-331,1983
42,-1999,-331,1983
43,-1999,-296,1694
44,-1999,-296,1694
45,-1999,-228,1132
46,-1999,-228,1132
47,-1999,-134,469
48,-1999,-134,469
49,-1999,-134,469
50,-1994,-137,-438
51,-1994,-137,-438
52,-1715,-42,-551
53,-1715,-42,-551
54,-1277,11,-999
55,-1273,11,-999
56,-1273,11,-999
57,-846,22,-1298
58,-846,22,-1298
59,-554,7,-1291
60,-554,7,-1291
61,-270,-139,-1245
62,-270,-139,-1245
63,-270,-139,-1011
64,49,-185,-1010
65,49,-185,-1010
66,224,-123,-850
67,224,-123,-850
68,383,-97,-645
69,383,-97,-645
70,508,-147,-381
71,506,-147,-381
72,506,-147,-381
73,633,-188,-138
74,633,-188,-138
75,773,-188,-13
76,773,-188,-13
77,860,-164,20
78,860,-164,20
79,860,-164,67
